                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.0969,                0.74248,                 1.0186,                0.95148,                0.88406,                 0.9271,                0.55222,                 1.4408,                0.92279,                 1.3438,                 0.0991,                 0.0001,                 0.0001
                      1,                  1.054,                0.71527,                 1.0326,                0.94853,                0.88406,                0.93175,                0.54639,                 1.4458,                0.92318,                 1.3435,               0.097299,             0.00029851,             0.00029851
                      2,                 1.0543,                0.74671,                0.97858,                0.95436,                0.90919,                0.93961,                 0.5478,                 1.4481,                0.92194,                 1.3469,               0.095495,             0.00049505,             0.00049505
                      3,                 1.1448,                 0.8821,                 1.0543,                0.95446,                0.91122,                0.94029,                0.55045,                 1.4457,                0.91337,                 1.3515,                0.09369,              0.0006896,              0.0006896
                      4,                0.95759,                0.70072,                 1.0119,                0.94568,                0.91304,                0.94057,                0.55077,                 1.4438,                0.90746,                 1.3506,               0.091882,             0.00088218,             0.00088218
                      5,                0.98326,                0.75164,                 1.0632,                0.94866,                0.91304,                0.93971,                0.55342,                 1.4082,                0.90811,                 1.3453,               0.090073,              0.0010728,              0.0010728
                      6,                 1.0817,                0.77887,                 1.0626,                0.94083,                0.92183,                0.93761,                0.55792,                 1.3973,                0.91875,                 1.3486,               0.088261,              0.0012614,              0.0012614
                      7,                 1.0696,                0.70349,                 1.0534,                0.94116,                0.92727,                0.93982,                0.55421,                 1.4365,                 0.9376,                 1.3766,               0.086448,               0.001448,               0.001448
                      8,                 1.0205,                0.70695,                 1.0187,                0.92866,                0.91304,                0.93733,                0.54028,                 1.4566,                0.93545,                 1.3737,               0.084633,              0.0016327,              0.0016327
                      9,                 1.0947,                0.75238,                 1.0231,                 0.9493,                0.91304,                0.94094,                0.53267,                 1.4567,                0.94505,                   1.36,               0.082815,              0.0018154,              0.0018154
                     10,                 1.0614,                0.71429,                 1.0035,                0.91291,                0.92754,                0.94077,                0.53238,                 1.4931,                0.96605,                 1.3605,               0.080996,               0.001996,               0.001996
                     11,                 1.0778,                0.70107,                 1.0149,                0.90119,                0.92529,                 0.9352,                0.52593,                 1.4644,                0.96676,                 1.3381,               0.079175,              0.0021748,              0.0021748
                     12,                 1.0095,                0.68887,                0.98927,                0.91852,                0.91304,                0.93396,                0.53403,                 1.4531,                0.96873,                 1.3393,               0.077352,              0.0023515,              0.0023515
                     13,                 1.0349,                0.76527,                 1.0237,                0.93909,                0.89383,                0.93731,                 0.5438,                 1.4255,                0.98185,                 1.3302,               0.075526,              0.0025263,              0.0025263
                     14,                 1.1297,                0.70761,                0.99392,                0.93909,                0.89377,                0.94055,                0.54529,                  1.422,                0.98439,                 1.3293,               0.073699,               0.002699,               0.002699
                     15,                 1.0003,                0.73103,                0.98801,                0.91132,                0.89362,                0.93545,                0.52162,                 1.4976,                0.98721,                 1.3526,                0.07187,              0.0028698,              0.0028698
                     16,                 1.2587,                0.83853,                 1.0654,                0.92015,                0.88406,                0.92916,                0.51534,                 1.4768,                0.98612,                 1.3538,               0.070039,              0.0030386,              0.0030386
                     17,                 1.1618,                0.76687,                 1.0749,                0.95354,                0.89232,                0.92208,                  0.511,                 1.4699,                0.98894,                 1.3607,               0.068205,              0.0032055,              0.0032055
                     18,                 1.0631,                0.77396,                 1.0923,                0.94612,                0.91304,                0.93511,                0.52689,                 1.4939,                0.94213,                  1.358,                0.06637,              0.0033703,              0.0033703
                     19,                0.94393,                0.71968,                0.98398,                0.95947,                0.91304,                0.92406,                0.51482,                 1.4673,                0.98864,                 1.3503,               0.064533,              0.0035332,              0.0035332
                     20,                 1.0243,                0.72921,                0.98825,                0.96934,                0.91633,                0.93696,                 0.5459,                 1.4727,                0.97436,                 1.3253,               0.062694,              0.0036941,              0.0036941
                     21,                 0.9805,                0.69223,                0.96893,                0.97511,                0.85507,                0.93343,                0.54902,                 1.4925,                0.96601,                 1.3385,               0.060853,               0.003853,               0.003853
                     22,                0.94002,                0.75796,                0.98965,                0.95436,                0.90916,                0.93253,                0.55237,                 1.4442,                0.96004,                 1.2948,                0.05901,              0.0040099,              0.0040099
                     23,                 1.0335,                0.80685,                 1.0602,                0.95329,                0.91304,                0.94204,                0.54482,                 1.4645,                0.96393,                 1.3463,               0.057165,              0.0041649,              0.0041649
                     24,                 1.0556,                0.76381,                 1.0304,                0.93591,                0.91304,                0.93441,                0.52781,                 1.5284,                0.94457,                 1.3537,               0.055318,              0.0043179,              0.0043179
                     25,                 1.1875,                 0.8258,                 1.1643,                0.92435,                0.89855,                0.94335,                0.53302,                 1.5254,                0.98185,                 1.3748,               0.053469,              0.0044689,              0.0044689
                     26,                 1.1303,                0.76225,                  1.044,                0.94303,                0.91304,                 0.9593,                0.53682,                 1.4759,                0.93529,                 1.3718,               0.051618,              0.0046179,              0.0046179
                     27,                 0.9714,                0.73718,                 1.0413,                0.94303,                0.91304,                 0.9593,                0.53682,                 1.4759,                0.93529,                 1.3718,               0.049765,              0.0047649,              0.0047649
                     28,                 1.0303,                0.70693,                  1.029,                0.94694,                0.89855,                0.94398,                0.54676,                 1.4376,                0.90568,                 1.3352,                0.04791,                0.00491,                0.00491
                     29,                0.93037,                0.66735,                0.96112,                0.95486,                0.91973,                0.95362,                0.53092,                 1.5508,                0.95557,                 1.4226,               0.046053,              0.0050531,              0.0050531
                     30,                 1.1261,                0.77564,                 1.0151,                0.95486,                0.91973,                0.95362,                0.53092,                 1.5508,                0.95557,                 1.4226,               0.044194,              0.0051941,              0.0051941
                     31,                 1.2081,                0.79622,                 1.0464,                0.94827,                0.91304,                0.92618,                0.52967,                 1.4581,                0.88846,                 1.4027,               0.042333,              0.0053333,              0.0053333
                     32,                 1.1696,                0.72753,                 1.0207,                0.93819,                0.87991,                 0.9516,                0.52513,                  1.582,                0.96677,                  1.452,                0.04047,              0.0054704,              0.0054704
                     33,                 1.1184,                0.75102,                 1.0432,                0.93819,                0.87991,                 0.9516,                0.52513,                  1.582,                0.96677,                  1.452,               0.038606,              0.0056056,              0.0056056
                     34,                 1.0417,                0.72813,                 1.0204,                 0.9515,                0.91304,                0.95505,                0.53314,                 1.4856,                0.89582,                 1.3728,               0.036739,              0.0057387,              0.0057387
                     35,                0.94094,                0.69899,                 1.0165,                0.94034,                0.91381,                0.93458,                0.51483,                 1.5545,                0.95825,                 1.3847,                0.03487,              0.0058699,              0.0058699
                     36,                 1.0877,                0.73193,                  1.049,                0.94034,                0.91381,                0.93458,                0.51483,                 1.5545,                0.95825,                 1.3847,               0.032999,              0.0059991,              0.0059991
                     37,                 1.2062,                 0.7632,                 1.0549,                  0.938,                0.92754,                0.94792,                0.52074,                 1.5768,                0.93196,                 1.4409,               0.031126,              0.0061264,              0.0061264
                     38,                  1.154,                0.73161,                 1.0509,                0.92451,                0.88745,                0.92803,                0.52501,                 1.5558,                0.93202,                 1.3779,               0.029252,              0.0062516,              0.0062516
                     39,                 1.0899,                 0.6993,                 1.0589,                0.92451,                0.88745,                0.92803,                0.52501,                 1.5558,                0.93202,                 1.3779,               0.027375,              0.0063749,              0.0063749
                     40,                  1.074,                0.70807,                 1.0617,                0.90907,                0.91304,                0.92245,                0.52989,                 1.5737,                0.89761,                 1.4325,               0.025496,              0.0064962,              0.0064962
                     41,                 1.1096,                0.69967,                  1.016,                0.89543,                0.86957,                0.92962,                0.50163,                 1.6114,                0.93835,                 1.4068,               0.023616,              0.0066155,              0.0066155
                     42,                 1.2563,                0.77896,                 1.1139,                0.89543,                0.86957,                0.92962,                0.50163,                 1.6114,                0.93835,                 1.4068,               0.021733,              0.0067329,              0.0067329
                     43,                 1.1223,                 0.7797,                0.99157,                0.91084,                0.88835,                0.91516,                0.52823,                 1.5054,                0.94162,                 1.3484,               0.019848,              0.0068482,              0.0068482
                     44,                 1.0227,                0.72734,                 1.0156,                0.91084,                0.88835,                0.91516,                0.52823,                 1.5054,                0.94162,                 1.3484,               0.017962,              0.0069616,              0.0069616
                     45,                  1.085,                0.75041,                 1.0374,                0.93336,                0.91304,                0.94471,                0.51827,                 1.5711,                0.98289,                 1.4069,               0.016073,               0.007073,               0.007073
                     46,                 1.1061,                0.75056,                 1.0175,                0.93336,                0.91304,                0.94471,                0.51827,                 1.5711,                0.98289,                 1.4069,               0.014182,              0.0071824,              0.0071824
                     47,                 1.1497,                0.95236,                  1.126,                  0.924,                0.88105,                0.92208,                0.49286,                 1.5907,                0.92295,                 1.4231,                0.01229,              0.0072898,              0.0072898
                     48,                 1.2423,                0.76709,                 1.0474,                  0.924,                0.88105,                0.92208,                0.49286,                 1.5907,                0.92295,                 1.4231,               0.010395,              0.0073953,              0.0073953
                     49,                  1.215,                0.85177,                 1.0731,                0.85929,                0.88506,                0.91083,                0.47225,                 1.7048,                 1.0091,                 1.4541,              0.0084988,              0.0074988,              0.0074988
                     50,                 1.2096,                0.78329,                 1.0447,                0.85929,                0.88506,                0.91083,                0.47225,                 1.7048,                 1.0091,                 1.4541,               0.007525,               0.007525,               0.007525
                     51,                 1.2821,                0.81098,                 1.2041,                0.88003,                 0.7971,                0.88866,                0.45321,                 1.6386,                 1.1462,                 1.4305,               0.007525,               0.007525,               0.007525
                     52,                 1.2215,                0.78499,                  1.104,                0.88003,                 0.7971,                0.88866,                0.45321,                 1.6386,                 1.1462,                 1.4305,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.0803,                0.75971,                 1.0383,                 0.8966,                0.87976,                0.88165,                0.49596,                  1.585,                0.96569,                 1.3981,               0.007426,               0.007426,               0.007426
                     54,                  1.154,                0.79195,                 1.1362,                 0.8966,                0.87976,                0.88165,                0.49596,                  1.585,                0.96569,                 1.3981,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.1257,                0.74462,                 1.0548,                 0.9538,                0.86957,                0.89747,                0.46863,                 1.6774,                0.98888,                 1.4262,               0.007327,               0.007327,               0.007327
                     56,                 1.2199,                0.79537,                 1.0751,                 0.9538,                0.86957,                0.89747,                0.46863,                 1.6774,                0.98888,                 1.4262,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.2123,                0.78003,                 1.1143,                0.95101,                0.84406,                 0.8993,                0.46893,                 1.7068,                  1.018,                 1.4814,               0.007228,               0.007228,               0.007228
                     58,                 1.2764,                0.91135,                 1.1349,                0.95101,                0.84406,                 0.8993,                0.46893,                 1.7068,                  1.018,                 1.4814,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.1898,                0.79047,                 1.1144,                0.88718,                 0.7971,                0.88677,                 0.4596,                 1.6665,                 1.0025,                 1.4255,               0.007129,               0.007129,               0.007129
                     60,                 1.2196,                0.73723,                 1.0214,                0.88718,                 0.7971,                0.88677,                 0.4596,                 1.6665,                 1.0025,                 1.4255,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.1686,                0.75976,                 1.0572,                0.92002,                 0.8336,                 0.8941,                0.45252,                 1.7247,                 1.0445,                 1.5092,                0.00703,                0.00703,                0.00703
                     62,                 1.0889,                  0.759,                 1.0614,                0.92002,                 0.8336,                 0.8941,                0.45252,                 1.7247,                 1.0445,                 1.5092,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.1103,                0.73699,                 1.0744,                 0.8766,                0.82609,                0.87632,                0.46815,                 1.6271,                0.98091,                 1.4462,               0.006931,               0.006931,               0.006931
                     64,                   1.03,                0.74117,                 1.0318,                 0.8766,                0.82609,                0.87632,                0.46815,                 1.6271,                0.98091,                 1.4462,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.1241,                0.74926,                 1.0057,                0.94365,                0.75362,                0.86361,                0.43291,                 1.6929,                 1.0676,                 1.4859,               0.006832,               0.006832,               0.006832
                     66,                 1.1457,                0.76334,                 1.0703,                0.94365,                0.75362,                0.86361,                0.43291,                 1.6929,                 1.0676,                 1.4859,              0.0067825,              0.0067825,              0.0067825
                     67,                  1.061,                0.71005,                 1.0242,                0.88738,                0.75362,                0.84734,                0.46574,                 1.5707,                 1.0452,                 1.3823,               0.006733,               0.006733,               0.006733
                     68,                 1.0977,                0.74274,                 1.0327,                0.88738,                0.75362,                0.84734,                0.46574,                 1.5707,                 1.0452,                 1.3823,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.1891,                0.74557,                 1.0298,                0.94556,                 0.7552,                0.86773,                0.45103,                 1.6463,                 1.0532,                 1.4119,               0.006634,               0.006634,               0.006634
                     70,                 1.1493,                0.84749,                 1.0578,                0.94556,                 0.7552,                0.86773,                0.45103,                 1.6463,                 1.0532,                 1.4119,              0.0065845,              0.0065845,              0.0065845
                     71,                  1.046,                0.69239,                 1.0154,                0.90034,                0.82609,                0.87574,                0.48941,                 1.5118,                0.95889,                 1.3648,               0.006535,               0.006535,               0.006535
                     72,                 1.0473,                0.73275,                  1.049,                0.90034,                0.82609,                0.87574,                0.48941,                 1.5118,                0.95889,                 1.3648,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.2097,                0.87152,                 1.0092,                0.90457,                 0.8243,                0.87798,                0.47711,                  1.602,                 1.0066,                 1.4298,               0.006436,               0.006436,               0.006436
                     74,                 1.1549,                0.83229,                 1.0771,                0.90457,                 0.8243,                0.87798,                0.47711,                  1.602,                 1.0066,                 1.4298,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.2137,                0.78151,                 1.0244,                0.88752,                0.80055,                0.86657,                0.47381,                 1.5054,                0.98677,                 1.3565,               0.006337,               0.006337,               0.006337
                     76,                 1.0725,                0.73238,                 1.0734,                0.88752,                0.80055,                0.86657,                0.47381,                 1.5054,                0.98677,                 1.3565,              0.0062875,              0.0062875,              0.0062875
                     77,                0.99185,                0.71504,                 1.0152,                0.85587,                0.86063,                0.90443,                0.49858,                 1.5135,                 0.9555,                 1.3766,               0.006238,               0.006238,               0.006238
                     78,                 1.0054,                0.73525,                 1.0083,                0.85587,                0.86063,                0.90443,                0.49858,                 1.5135,                 0.9555,                 1.3766,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.1229,                0.73817,                0.99813,                0.88841,                0.85507,                0.88255,                 0.4853,                  1.535,                0.95261,                 1.4031,               0.006139,               0.006139,               0.006139
                     80,                  1.139,                0.73491,                 1.0306,                0.88841,                0.85507,                0.88255,                 0.4853,                  1.535,                0.95261,                 1.4031,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.0573,                0.73157,                 1.0273,                0.92418,                 0.7971,                 0.8715,                0.48713,                 1.6061,                 1.0423,                 1.4037,                0.00604,                0.00604,                0.00604
                     82,                  1.076,                0.72594,                 1.0691,                0.92418,                 0.7971,                 0.8715,                0.48713,                 1.6061,                 1.0423,                 1.4037,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.0369,                0.76147,                0.98656,                0.89851,                0.82609,                0.87755,                  0.504,                 1.5034,                0.99381,                 1.3457,               0.005941,               0.005941,               0.005941
                     84,                0.98371,                0.67715,                 1.0408,                0.89851,                0.82609,                0.87755,                  0.504,                 1.5034,                0.99381,                 1.3457,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.0264,                0.69387,                0.96022,                0.93369,                0.82609,                 0.8901,                0.49607,                 1.5731,                0.98903,                 1.4305,               0.005842,               0.005842,               0.005842
                     86,                  1.258,                0.87436,                  1.214,                0.93369,                0.82609,                 0.8901,                0.49607,                 1.5731,                0.98903,                 1.4305,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.1432,                0.78133,                 1.0066,                0.86509,                0.83644,                0.87293,                0.51295,                 1.4489,                 0.9234,                 1.3326,               0.005743,               0.005743,               0.005743
                     88,                 1.0574,                0.67603,                0.99918,                0.86509,                0.83644,                0.87293,                0.51295,                 1.4489,                 0.9234,                 1.3326,              0.0056935,              0.0056935,              0.0056935
                     89,                  1.074,                0.79058,                 1.0945,                0.95328,                 0.7971,                0.89653,                0.49494,                 1.5825,                0.95637,                 1.4102,               0.005644,               0.005644,               0.005644
                     90,                 1.1668,                0.80266,                  1.094,                0.95328,                 0.7971,                0.89653,                0.49494,                 1.5825,                0.95637,                 1.4102,              0.0055945,              0.0055945,              0.0055945
                     91,                0.92683,                0.70414,                 1.0328,                0.94319,                 0.7971,                0.87862,                0.50859,                 1.5006,                0.96441,                 1.3517,               0.005545,               0.005545,               0.005545
                     92,                 1.1104,                 0.7297,                0.99908,                0.94319,                 0.7971,                0.87862,                0.50859,                 1.5006,                0.96441,                 1.3517,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.1131,                0.76905,                 1.0186,                0.92176,                0.85369,                 0.9098,                0.48539,                 1.5914,                0.94582,                 1.4128,               0.005446,               0.005446,               0.005446
                     94,                 1.0696,                0.74786,                  1.061,                0.92176,                0.85369,                 0.9098,                0.48539,                 1.5914,                0.94582,                 1.4128,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.0047,                0.72484,                 1.0177,                0.87942,                0.84562,                0.89515,                0.50219,                 1.5293,                0.92482,                 1.3884,               0.005347,               0.005347,               0.005347
                     96,                 1.0967,                0.71509,                0.99551,                0.87942,                0.84562,                0.89515,                0.50219,                 1.5293,                0.92482,                 1.3884,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.0454,                0.69254,                0.98521,                0.89178,                0.83606,                0.87625,                0.49202,                 1.5232,                0.89419,                 1.4149,               0.005248,               0.005248,               0.005248
                     98,                0.99906,                0.70145,                  1.049,                0.89178,                0.83606,                0.87625,                0.49202,                 1.5232,                0.89419,                 1.4149,              0.0051985,              0.0051985,              0.0051985
